X1,X2,X3,X4,Y
2309,1417,439,206,3.82832618025751
1771,2007,493,351,-1.66197183098592
1622,1476,477,414,2.31746031746032
3877,2057,479,59,4.33333333333333
3123,968,491,140,6.13960113960114
977,1879,468,378,-10.0222222222222
3235,1176,423,125,6.90939597315436
1688,1693,450,211,-0.02092050209205
3074,3297,475,46,-0.51981351981352
4616,4634,413,80,-0.054054054054054
4010,4980,401,23,-2.56613756613757
3036,4914,492,48,-4.22972972972973
2549,3563,487,14,-2.14376321353066
1300,2711,499,376,-11.4715447154472
645,4771,469,390,-52.2278481012658
4983,4361,446,120,1.9079754601227
2698,2267,477,333,2.99305555555556
3875,2076,427,211,8.3287037037037
4089,2824,408,266,8.90845070422535
995,1377,403,140,-1.45247148288973
2339,858,496,448,30.8541666666667
1619,3180,443,388,-28.3818181818182
1582,3660,473,407,-31.4848484848485
2786,2902,417,202,-0.53953488372093
933,4506,425,225,-17.865
3464,4532,415,357,-18.4137931034483
874,3289,438,62,-6.42287234042553
3498,1341,403,168,9.17872340425532
4905,3239,442,168,6.08029197080292
4554,2195,451,294,15.0254777070064
959,4891,495,420,-52.4266666666667
872,1810,479,365,-8.2280701754386
3820,2030,442,420,81.3636363636364
3850,2691,415,371,26.3409090909091
1287,3595,409,58,-6.57549857549858
1200,1368,410,458,3.5
1756,2764,467,243,-4.5
1916,1075,403,140,3.19771863117871
521,1483,405,215,-5.06315789473684
2463,1209,424,96,3.82317073170732
2967,2086,409,406,293.666666666667
3916,3416,417,497,-6.25
1956,3745,426,65,-4.95567867036011
3199,2043,470,59,2.81265206812652
3105,3924,450,221,-3.5764192139738
3452,2349,474,343,8.41984732824428
3161,3996,488,122,-2.28142076502732
4983,4475,445,402,11.8139534883721
652,4332,497,200,-12.3905723905724
2282,2658,417,20,-0.947103274559194
3583,1343,418,133,7.85964912280702
2800,2751,465,211,0.192913385826772
956,2290,427,166,-5.11111111111111
1575,3274,444,172,-6.24632352941176
2375,4657,424,306,-19.3389830508475
3840,1133,496,314,14.8736263736264
1696,2806,447,334,-9.82300884955752
4388,619,455,315,26.9214285714286
991,3322,441,133,-7.56818181818182
3562,4489,424,454,30.9
786,2664,455,484,64.7586206896552
4077,2008,467,38,4.82284382284382
4268,4986,490,149,-2.10557184750733
1762,3126,437,302,-10.1037037037037
2248,1770,420,409,43.4545454545455
4075,2667,414,140,5.13868613138686
4829,2304,411,27,6.57552083333333
1798,4930,496,498,1566
1902,1584,446,142,1.04605263157895
1819,4744,439,291,-19.7635135135135
1898,2823,460,186,-3.37591240875912
887,1904,447,479,31.78125
3473,3870,424,243,-2.19337016574586
3731,2984,421,282,5.37410071942446
2198,4042,484,396,-20.9545454545455
3608,3626,457,235,-0.081081081081081
1102,895,435,479,-4.70454545454545
1869,4485,483,164,-8.20062695924765
683,2632,409,313,-20.3020833333333
1698,1848,427,320,-1.4018691588785
4925,4946,494,93,-0.052369077306733
4464,666,491,306,20.5297297297297
1916,1903,433,429,3.25
1304,4229,447,382,-45
2733,3096,441,272,-2.14792899408284
1611,3603,400,330,-28.4571428571429
3994,3838,427,310,1.33333333333333
1040,2686,443,466,71.5652173913044
4653,802,491,143,11.066091954023
2693,2936,474,379,-2.55789473684211
912,743,491,30,0.366594360086768
2198,4676,466,216,-9.912
4044,1425,496,451,58.2
806,4850,443,308,-29.9555555555556
1544,1237,492,95,0.773299748110831
3871,3129,477,499,-33.7272727272727
1565,1038,496,381,4.58260869565217
4043,4952,423,457,26.7352941176471
919,3078,435,442,308.428571428571
4352,3762,495,25,1.25531914893617
4681,4454,494,351,1.58741258741259
1450,3699,468,69,-5.63659147869674
4536,4455,464,487,-3.52173913043478
527,4409,415,25,-9.95384615384615
4196,3368,455,96,2.30640668523677
2522,2435,449,283,0.524096385542169
1541,2024,435,88,-1.39193083573487
3614,1828,467,263,8.75490196078431
1203,2321,467,493,43
1153,1898,463,309,-4.83766233766234
3375,885,437,316,20.5785123966942
886,2532,481,245,-6.97457627118644
1799,2941,450,131,-3.57993730407523
1090,4758,486,452,-107.882352941176
2405,2265,499,417,1.70731707317073
3352,1676,477,159,5.27044025157233
4030,4844,409,43,-2.22404371584699
4054,1261,468,498,-93.1
750,1034,491,467,-11.8333333333333
708,4818,496,164,-12.3795180722892
1627,1196,494,76,1.0311004784689
3029,957,415,281,15.4626865671642
3885,3965,472,500,2.85714285714286
3619,1214,467,442,96.2
3563,1302,480,64,5.43509615384615
2750,3997,406,449,29
1224,2110,488,328,-5.5375
3310,3384,447,175,-0.272058823529412
1465,633,489,335,5.4025974025974
3523,4084,473,96,-1.48806366047745
3711,4006,441,410,-9.51612903225806
2407,3915,489,224,-5.69056603773585
2257,4630,468,328,-16.95
1165,4957,402,256,-25.972602739726
3025,1072,483,262,8.83710407239819
4351,2756,430,247,8.71584699453552
3801,3007,420,493,-10.8767123287671
2236,3316,467,188,-3.87096774193548
3935,656,480,341,23.589928057554
2867,2937,410,187,-0.31390134529148
3172,2071,456,54,2.73880597014925
3417,3769,419,125,-1.19727891156463
612,3818,496,487,-356.222222222222
4517,841,407,89,11.559748427673
827,1460,411,199,-2.98584905660377
2331,994,442,365,17.3636363636364
4028,2175,448,282,11.1626506024096
1043,1519,474,491,28
924,3219,496,406,-25.5
2439,1541,474,475,-898
2405,4712,403,251,-15.1776315789474
1285,1158,415,394,6.04761904761905
2057,4245,465,11,-4.81938325991189
3848,820,430,242,16.1063829787234
1006,900,462,409,2
522,4755,491,179,-13.5673076923077
1416,4505,410,465,56.1636363636364
4732,3496,494,392,12.1176470588235
3678,4865,456,477,56.5238095238095
3397,3775,400,486,4.3953488372093
2745,4253,446,235,-7.14691943127962
3908,706,402,446,-72.7727272727273
1654,4571,471,442,-100.586206896552
2739,870,457,411,40.6304347826087
1477,4644,401,171,-13.7695652173913
1989,1890,415,467,-1.90384615384615
1912,4219,445,409,-64.0833333333333
3450,1311,489,315,12.2931034482759
4280,4224,497,494,18.6666666666667
3500,773,422,339,32.855421686747
2257,3230,452,310,-6.85211267605634
3545,4757,491,391,-12.12
2931,1894,445,129,3.28164556962025
3963,1236,405,64,7.99706744868035
4414,3592,495,435,13.7
2144,751,440,290,9.28666666666667
679,2996,495,10,-4.77731958762887
4832,2959,406,221,10.1243243243243
4872,1061,421,457,-105.861111111111
2825,3963,458,34,-2.68396226415094
903,1605,490,132,-1.9608938547486
878,1199,475,119,-0.901685393258427
2433,2604,495,434,-2.80327868852459
4679,2414,462,419,52.6744186046512
1204,2504,424,376,-27.0833333333333
2859,3140,485,310,-1.60571428571429
1917,4690,402,306,-28.8854166666667
3742,1136,447,25,6.17535545023697
1940,2668,426,348,-9.33333333333333
703,1735,469,34,-2.37241379310345
2643,4557,438,320,-16.2203389830508
4260,2968,484,267,5.95391705069124
4939,4000,425,402,40.8260869565217
1816,4618,499,295,-13.7352941176471
1239,666,499,34,1.23225806451613
3609,4770,426,167,-4.48262548262548
2537,3520,406,165,-4.07883817427386
2929,3754,410,149,-3.16091954022988
3552,1334,453,498,-49.2888888888889
2733,2601,449,165,0.464788732394366
1252,684,408,195,2.66666666666667
1162,2920,490,466,-73.25
798,522,415,85,0.836363636363636
1528,2268,444,500,13.2142857142857
4674,3022,498,359,11.8848920863309
3567,1676,421,183,7.9453781512605
3811,1901,406,136,7.07407407407407
512,4330,423,325,-38.9591836734694
2544,1488,497,258,4.418410041841
1470,1741,419,497,3.47435897435897
1206,2476,458,113,-3.68115942028985
4815,3108,412,80,5.14156626506024
3066,1551,425,63,4.18508287292818
859,3578,449,263,-14.6182795698925
1704,4992,490,357,-24.7218045112782
671,2645,457,141,-6.24683544303798
2463,1563,495,447,18.75
858,4411,438,47,-9.08695652173913
2108,4294,417,302,-19.0086956521739
3633,3664,478,316,-0.191358024691358
1120,3342,400,129,-8.19926199261993
2447,1844,492,75,1.44604316546763
4595,4189,450,243,1.96135265700483
2868,1614,414,22,3.19897959183673
2420,3749,484,421,-21.0952380952381
4612,4259,409,160,1.41767068273092
4789,2247,422,335,29.2183908045977
1415,629,454,159,2.66440677966102
3040,2513,497,354,3.68531468531469
1923,3561,451,41,-3.99512195121951
1649,4096,435,63,-6.57795698924731
4567,1876,455,239,12.4583333333333
4351,1126,493,198,10.9322033898305
2604,2928,485,85,-0.81
3747,2420,418,426,-165.875
4940,4944,422,401,-0.19047619047619
3039,4916,471,464,-268.142857142857
2412,876,451,213,6.45378151260504
2964,1385,494,348,10.8150684931507
2649,2645,494,154,0.011764705882353
648,3723,468,358,-27.9545454545455
4418,4931,466,422,-11.6590909090909
2541,2383,470,159,0.508038585209003
2346,751,480,169,5.12861736334405
2979,2387,428,328,5.92
2678,3526,479,242,-3.57805907172996
1256,3732,402,272,-19.0461538461538
1535,2929,466,288,-7.8314606741573
569,3982,409,220,-18.0582010582011
4833,2626,480,228,8.75793650793651
1721,4698,403,25,-7.87566137566138
2224,3355,426,80,-3.26878612716763
1863,3248,467,328,-9.96402877697842
3196,4758,477,245,-6.73275862068966
4866,578,494,125,11.6205962059621
3454,1195,436,120,7.14873417721519
1974,4853,487,74,-6.97094430992736
1625,3759,490,443,-45.4042553191489
1022,2826,405,261,-12.5277777777778
1065,3879,481,17,-6.06465517241379
1577,1292,431,244,1.52406417112299
3097,1980,462,473,-101.545454545455
1192,2540,447,339,-12.4814814814815
2815,2990,438,101,-0.519287833827893
3054,4674,450,391,-27.4576271186441
1638,4549,409,15,-7.38832487309645
1090,823,444,222,1.2027027027027
2744,4687,430,240,-10.2263157894737
3526,1969,453,411,37.0714285714286
650,946,424,439,19.7333333333333
4929,843,470,142,12.4573170731707
3266,880,477,22,5.24395604395604
4228,1136,467,305,19.0864197530864
4418,1570,476,344,21.5757575757576
3060,1186,402,189,8.7981220657277
508,2969,465,313,-16.1907894736842
1057,1521,469,449,-23.2
1206,571,486,238,2.56048387096774
2684,2523,412,176,0.682203389830508
1388,2039,495,278,-3
3834,2373,463,253,6.95714285714286
3327,2798,457,405,10.1730769230769
3673,3857,411,404,-26.2857142857143
3700,527,425,371,58.7592592592593
3456,797,425,428,-886.333333333333
4572,2915,402,423,-78.9047619047619
749,2194,452,471,76.0526315789474
1823,3247,429,341,-16.1818181818182
1821,669,440,322,9.76271186440678
3185,4091,469,151,-2.84905660377358
3960,1257,478,75,6.70719602977668
849,1620,411,205,-3.74271844660194
1381,1939,431,133,-1.87248322147651
4391,929,455,492,-93.5675675675676
3198,2581,500,473,22.8518518518519
1144,4283,403,36,-8.55313351498638
1269,3577,441,243,-11.6565656565657
1779,1736,450,459,-4.77777777777778
2390,1582,422,38,2.10416666666667
2715,3642,409,37,-2.49193548387097
4350,3646,431,98,2.11411411411411
4207,4985,463,269,-4.01030927835052
3341,4140,458,308,-5.32666666666667
2340,745,450,73,4.23076923076923
4582,1772,434,107,8.59327217125382
3263,2214,433,500,-15.6567164179104
2702,2838,495,39,-0.298245614035088
2804,2360,410,499,-4.98876404494382
3432,2078,497,354,9.46853146853147
3134,850,453,338,19.8608695652174
1945,3615,427,254,-9.65317919075144
2408,4720,496,278,-10.605504587156
3591,2268,493,485,165.375
882,4178,418,339,-41.7215189873418
3555,1821,434,466,-54.1875
2858,871,408,10,4.99246231155779
3097,4863,481,255,-7.8141592920354
533,3601,456,381,-40.9066666666667
588,3643,410,306,-29.375
4770,2473,451,202,9.22489959839357
1878,3096,466,472,203
3839,4511,475,313,-4.14814814814815
2888,4754,411,410,-1866
1522,4645,421,150,-11.5239852398524
1397,4385,475,203,-10.9852941176471
4661,3321,462,361,13.2673267326733
4228,4593,491,255,-1.54661016949153
3553,3372,425,197,0.793859649122807
1430,1561,436,418,-7.27777777777778
4196,3756,486,34,0.973451327433628
2996,2760,466,238,1.03508771929825
2796,3259,483,245,-1.9453781512605
818,3257,418,22,-6.15909090909091
3735,2985,477,410,11.1940298507463
4173,4207,422,70,-0.096590909090909
2360,1728,465,433,19.75
1415,3996,483,263,-11.7318181818182
1812,3062,424,431,178.571428571429
3683,1192,444,347,25.680412371134
4260,1472,455,229,12.3362831858407
4424,1722,489,116,7.24396782841823
1589,2332,438,259,-4.15083798882682
592,1382,405,243,-4.87654320987654
2586,4216,461,359,-15.9803921568627
4232,940,467,79,8.48453608247423
4479,3991,475,166,1.57928802588997
4831,4627,494,466,7.28571428571429
847,986,400,435,3.97142857142857
4189,3134,464,300,6.43292682926829
644,3002,410,252,-14.9240506329114
1190,3364,457,260,-11.0355329949239
2355,1571,471,388,9.44578313253012
3590,4676,451,379,-15.0833333333333
1119,545,422,218,2.81372549019608
2470,1813,428,476,-13.6875
512,1999,436,304,-11.2651515151515
3916,3164,495,443,14.4615384615385
2891,2249,400,190,3.05714285714286
1401,3380,493,420,-27.1095890410959
2641,3855,458,46,-2.94660194174757
1026,2669,472,384,-18.6704545454545
2732,1602,451,182,4.20074349442379
763,512,489,416,3.43835616438356
2257,1853,437,231,1.96116504854369
1908,4671,413,50,-7.61157024793388
4314,2283,418,375,47.2325581395349
3509,2762,438,458,-37.35
1388,4882,413,102,-11.2347266881029
4905,736,413,478,-64.1384615384615
2378,3682,481,17,-2.81034482758621
1596,858,487,325,4.55555555555556
3582,4838,427,74,-3.55807365439093
1254,4301,479,50,-7.1025641025641
2796,1667,402,361,27.5365853658537
943,2291,415,477,21.741935483871
2502,955,457,91,4.22677595628415
2268,2391,410,23,-0.317829457364341
4518,4083,500,479,20.7142857142857
3844,4358,492,409,-6.19277108433735
1117,3464,460,351,-21.5321100917431
2413,3078,497,166,-2.00906344410876
2749,1748,498,96,2.49004975124378
1075,4553,418,382,-96.6111111111111
2292,1588,456,160,2.37837837837838
3197,905,412,424,-191
929,2663,402,117,-6.08421052631579
4563,3162,436,137,4.68561872909699
4021,4946,418,354,-14.453125
3186,1211,460,364,20.5729166666667
2498,4400,441,218,-8.52914798206278
3871,1313,499,500,-2558
2890,4019,472,175,-3.8013468013468
1268,1360,467,361,-0.867924528301887
3520,2875,496,325,3.7719298245614
4924,3383,465,380,18.1294117647059
699,1007,408,92,-0.974683544303797
2156,3995,499,131,-4.99728260869565
1842,985,411,392,45.1052631578947
588,3676,443,154,-10.6851211072664
3359,1761,443,249,8.23711340206186
3363,1208,464,96,5.85597826086957
2805,2120,466,240,3.03097345132743
4006,4950,434,466,29.5
2891,4771,449,32,-4.5083932853717
2773,1708,484,97,2.75193798449612
4678,561,432,141,14.1477663230241
2698,520,422,85,6.46290801186944
1466,2530,415,135,-3.8
2470,3993,480,415,-23.4307692307692
3772,4858,463,290,-6.27745664739884
2505,954,491,224,5.80898876404494
4031,1577,442,112,7.43636363636364
4510,722,493,234,14.6254826254826
4714,1887,494,124,7.64054054054054
3736,4410,413,283,-5.18461538461539
3926,1011,435,114,9.0809968847352
2821,3742,481,303,-5.17415730337079
2755,1407,470,202,5.02985074626866
4899,4198,488,71,1.6810551558753
4056,2388,427,81,4.82080924855491
2938,3517,413,215,-2.92424242424242
3387,4790,439,306,-10.5488721804511
2137,531,486,445,39.1707317073171
4238,3010,500,365,9.0962962962963
784,980,496,297,-0.984924623115578
2257,4309,400,342,-35.3793103448276
2442,4105,429,498,24.1014492753623
1237,4667,453,416,-92.7027027027027
2167,4491,419,430,211.272727272727
1186,4551,411,247,-20.5182926829268
3789,1683,402,186,9.75
3965,4625,421,328,-7.09677419354839
3562,1140,462,146,7.66455696202532
2160,583,411,231,8.76111111111111
1211,2771,499,58,-3.53741496598639
4594,4945,474,151,-1.08668730650155
991,2384,476,108,-3.78532608695652
979,3609,430,174,-10.2734375
4296,1233,466,301,18.5636363636364
1048,3563,406,324,-30.6707317073171
698,4386,500,477,-160.347826086957
1738,3903,532,497,-61.8571428571429
1591,3417,413,46,-4.97547683923706
3841,3304,403,423,-26.85
1287,1095,431,123,0.623376623376623
1899,3166,404,339,-19.4923076923077
2166,3750,479,499,79.2
2646,1816,409,237,4.82558139534884
1520,1407,448,93,0.31830985915493
2952,4983,495,175,-6.346875
2543,4594,459,349,-18.6454545454545
1121,609,471,244,2.25550660792952
1656,741,427,466,-23.4615384615385
3754,4991,440,389,-24.2549019607843
3850,1333,451,63,6.48711340206186
2917,4869,464,461,-650.666666666667
3871,2041,442,163,6.55913978494624
3651,2045,447,420,59.4814814814815
3363,3414,433,174,-0.196911196911197
4673,1008,479,200,13.1362007168459
2027,2573,456,169,-1.90243902439024
1636,526,454,169,3.89473684210526
986,3492,419,360,-42.4745762711864
693,2234,475,313,-9.51234567901235
964,1782,444,70,-2.18716577540107
1372,3158,416,378,-47
3036,4115,429,132,-3.63299663299663
1086,1502,489,438,-8.15686274509804
3376,1953,452,217,6.05531914893617
3816,3748,453,38,0.163855421686747
4343,4323,413,347,0.303030303030303
2951,970,452,55,4.98992443324937
2106,4974,467,457,-286.8
2646,3555,477,401,-11.9605263157895
1995,2551,459,114,-1.61159420289855
2298,2906,418,109,-1.96763754045307
2393,2215,456,363,1.91397849462366
2603,2057,468,397,7.69014084507042
4607,3127,402,380,67.2727272727273
4947,2295,433,261,15.4186046511628
4781,3008,407,498,-19.4835164835165
2245,563,405,470,-25.8769230769231
4806,1875,493,68,6.89647058823529
4779,660,494,186,13.3733766233766
1739,1267,481,485,-118
2062,2413,440,467,13
2913,2022,445,440,178.2
2503,4204,411,362,-34.7142857142857
3622,3895,431,158,-1
960,3460,468,116,-7.10227272727273
3783,2396,488,471,81.5882352941177
3813,3441,462,80,0.973821989528796
1424,4844,479,371,-31.6666666666667
2492,2663,411,220,-0.895287958115183
4372,3657,409,150,2.76061776061776
3688,1011,422,195,11.7929515418502
2547,1773,404,46,2.16201117318436
3495,2706,426,293,5.93233082706767
2087,1524,487,175,1.80448717948718
961,1238,476,372,-2.66346153846154
3651,2127,443,12,3.53596287703016
1527,1091,477,248,1.90393013100437
1920,626,500,438,20.8709677419355
1022,4668,472,444,-130.214285714286
1462,3843,499,22,-4.9916142557652
4004,4518,432,114,-1.61635220125786
1153,3653,415,227,-13.2978723404255
2367,867,496,217,5.37634408602151
1811,4914,499,219,-11.0821428571429
3121,3907,482,89,-2
2093,1547,412,419,-78
1933,2058,446,138,-0.405844155844156
595,4666,498,181,-12.8422712933754
2584,4386,497,293,-8.83333333333333
4541,765,434,303,28.824427480916
1533,2075,425,116,-1.75404530744337
1528,2521,413,55,-2.77374301675978
1543,2066,423,129,-1.77891156462585
1863,1385,489,226,1.81749049429658
1390,1765,433,58,-1
3014,3154,407,348,-2.3728813559322
2874,1215,447,500,-31.3018867924528
2291,2300,456,103,-0.025495750708215
2549,3122,408,126,-2.03191489361702
2950,1893,459,252,5.10628019323671
3450,580,458,122,8.54166666666667
1651,4631,496,342,-19.3506493506494
1257,2628,494,342,-9.01973684210526
3878,4780,473,394,-11.4177215189873
4939,1860,451,469,-171.055555555556
850,709,446,372,1.90540540540541
2790,4192,427,156,-5.17343173431734
1378,4981,409,446,97.3783783783784
3136,3981,431,13,-2.02153110047847
2537,1440,442,146,3.70608108108108
1224,999,483,364,1.89075630252101
4199,2434,486,349,12.8832116788321
1371,4885,472,176,-11.8716216216216
3864,4835,493,145,-2.79022988505747
690,2541,450,493,43.046511627907
4721,3822,472,342,6.91538461538462
4312,4772,425,229,-2.3469387755102
4530,4304,478,471,32.2857142857143
2434,1594,498,299,4.22110552763819
3962,4215,446,497,4.96078431372549
2808,4248,495,46,-3.20712694877506
1448,3263,494,132,-5.01381215469613
2570,2388,417,244,1.05202312138728
726,2770,442,466,85.1666666666667
3665,2516,416,191,5.10666666666667
4707,3330,413,16,3.46851385390428
3512,3156,472,377,3.74736842105263
1831,1942,453,456,37
5000,789,449,51,10.5804020100503
1890,3020,404,451,24.0425531914894
3138,4542,468,107,-3.88919667590028
4589,1275,466,40,7.7793427230047
1939,1187,433,335,7.6734693877551
2913,1833,444,377,16.1194029850746
2321,1118,473,147,3.69018404907975
727,1793,494,319,-6.09142857142857
3767,3573,410,438,-6.92857142857143
526,883,406,106,-1.19
2876,1775,475,202,4.03296703296703
3273,526,454,341,24.3097345132743
1565,2741,463,60,-2.9181141439206
1904,3685,410,483,24.3972602739726
2872,791,437,485,-43.3541666666667
1993,3831,495,478,-108.117647058824
1517,1408,495,456,2.79487179487179
4885,4625,449,207,1.07438016528926
2910,3820,432,197,-3.87234042553191
4032,4478,455,188,-1.67041198501873
3331,3989,431,196,-2.8
4339,4553,446,293,-1.39869281045752
2779,2147,414,258,4.05128205128205
2938,833,478,146,6.34036144578313
4874,1795,472,175,10.3670033670034
2037,1538,424,454,-16.6333333333333
2194,2675,421,462,11.7317073170732
1536,1937,480,353,-3.15748031496063
3057,4008,494,400,-10.1170212765957
1641,853,480,295,4.25945945945946
1005,2226,426,211,-5.67906976744186
3079,950,412,355,37.3508771929825
3865,4750,439,251,-4.70744680851064
4162,3199,491,379,8.59821428571429
1759,1287,436,10,1.10798122065728
3004,588,413,360,45.5849056603774
3099,4888,442,291,-11.8476821192053
4681,1101,439,312,28.1889763779528
4296,739,406,43,9.79889807162535
715,1782,480,152,-3.2530487804878
4673,2926,498,204,5.9421768707483
2862,3167,444,365,-3.86075949367089
4225,1036,470,130,9.37941176470588
1644,3230,433,438,317.2
2498,3071,400,227,-3.3121387283237
3949,4772,445,419,-31.6538461538462
971,1415,473,480,63.4285714285714
4965,1645,442,42,8.3
3219,2566,463,287,3.71022727272727
4909,2623,482,241,9.48547717842324
2070,3429,500,67,-3.13856812933025
3534,4418,451,287,-5.39024390243903
2520,543,472,448,82.375
3612,527,499,374,24.68
1176,745,455,111,1.25290697674419
2743,1827,446,307,6.58992805755396
3332,1158,427,374,41.0188679245283
3856,1666,477,237,9.125
